"Amazon Glitch Stymies Whole Foods, Fresh Grocery Deliveries

As COVID-19 has spread, weve seen a significant increase in people shopping online for groceries, a spokeswoman said in a statement. Today this resulted in a systems impact affecting our ...

 https://t.co/TbzZ2MC3b3",Positive
"For those who aren't struggling, please consider donating to a food bank or a nonprofit. The demand for these services will increase as COVID-19 impacts jobs, and people's way of life.",Positive
"We have AMAZING CHEAP DEALS! FOR THE #COVID2019 going on to help you???

#Trials

#Monthly

#Yearly 

And Resonable #Prices / #Subscriptions

Just DM US! #bestiptv #iptv #Service #Iptv #iptvdeals #Cheap #ipTV #Football #HD #Movies #Adult #Cinema #hotmovies #iptvnew #iptv2020 #Adult",Positive
"We have AMAZING CHEAP DEALS! FOR THE #COVID2019 going on to help you???

#Trials

#Monthly

#Yearly 

And Resonable #Prices / #Subscriptions

Just DM US! #bestiptv #iptv #Service #Iptv #iptvdeals #Cheap #ipTV #Football #HD #Movies #Adult #Cinema #hotmovies #ipTv IPTVLinks #18Movies",Positive
UK #consumer poll indicates the majority expect #covid19's impact to last 4-12 months (at 12 March). We expect this to increase at the next #tracker... See full results of the @RetailX Coronavirus Consumer Confidence Tracker here: https://t.co/K3uJlcjqDB https://t.co/9G3kgqIXJ8,Positive
"'Hole' Foods...



...images from the nicest grocery store in one of the richest neighborhoods in the United States.



https://t.co/WnQSoMtkVI



#BreakingNews #Breaking #Coronavirus #CoronavirusOutbreak #COVID19 #COVID?19 #COVID_19 #COVID2019 #Collapse",Positive
"Coronavirus fun fact: if you cough at the grocery store, you get the whole aisle to yourself pretty quickly.

#CoronavirusOutbreak #coronavirus #COVID2019",Positive
"Yes, buy only what you need.



But what's the point of posting photos of those people in the supermarket with a load of stuff? They could be buying for all their elderly parents, kids, siblings, etc who can't buy for themselves



Not everything needs to be viral, Covid-19 alr is",Positive
Worried about the impact of the current COVID-19 pandemic on your finances? Weve just published some tips to help you manage your money during these challenging times. #COVID19 https://t.co/3jKK3CqXfQ https://t.co/EbEnURmmJS,Positive
Now I can go to the supermarket like this without being judged! ? #CoronavirusOutbreak #COVID2019 https://t.co/krTCGiUHQS,Positive
"We're here to provide a safe shopping experience for our customers and a healthy environment for our associates and community!

Online orders can be placed here: https://t.co/dCSXHUj3U0



#jlmco #jlmcobrand #coronapocolypse #coronavirus #CoronavirusOutbreak  #COVID19 #shoponline https://t.co/riNKwskeRS",Positive
"Curious,  do we think retail shoppers will do a lot of online shopping bc they're home and unable to go out or do we think everyone is too spooked to get that extra pair of shoes? #economy #onlineshopping #coronavirus #covid19 #stayhome",Positive
 Please Share  Know someone who s 65 Living on their own struggling to get 2 their local supermarket due to issues around 19 We re offering FREE deliveries of our healthy soups NATIONWIDE to anyone 65 in need Plus their freezable,Positive
"People posting and sharing photos of of half to completely empty shelves calling those people ""dumb"" or ""idiots."" All while shopping at the grocery store. lol



#coronavirus #COVID19",Positive
"Never thought I'd say this, but. 2019, Will you come back!? PLEASE! #coronavirus #COVID19 #peoplearelosingtheirminds #StopTheMadness #stoppanicbuying",Positive
"Dear Coronavirus, 

I've been following social distancing rules and staying home to prevent the spread of you.  However, now I've spent an alarming amount of money shopping online.  Where can I submit my expenses to for reimbursement? Let me know.

#coronapocolypse #coronavirus",Positive
Morning everyone have a great and safe day. ??? #coronavirus #StopPanicBuying #BeKind #mufc #MUFC_Family,Positive
"THANK YOUR GROCERY CLERK!

Went to grocery store today and looked into the weary eyes of the clerk.

I thanked her and realized that she was thrust on the front line of this panick. A new breed of first responders? They are working hard to serve their communities. #coronavirus",Positive
"With the outbreak of Covid-19 in entire world, the retail shops in Malaysia is facing a great challenges. In the near future, online shopping will be a surprise way for all the people while many will lost their jobs. #Malaysia2020 #Malaysia #COVID?19",Positive
"My work is capitalizing on the  demand for packaged food and making us stay open as opposed to closing for all our health and safety #LockdownCanada

#coronavirus",Positive
"So, are we feeling like it's ethical to still do stuff like order deliveries (food, online shopping, etc.), ship ""isolation"" care packages to loved ones, etc.? #COVID2019",Positive
@TinaMcCauley70 Yeah my parents are risky people to the covid 19 thats why we stay at home just go to the supermarket when really necessary.. stay safe too ....,Positive
"CN - #Coronavirus #COVID19 



I will be in the group (and so will my Mum, who I live with) in the group that needs to be ""shielded"" for 12 weeks (3 months). This will mean staying in. I hope I can still get the online shopping that I need.",Positive
"Hi, COVID-19. Thanks for making me do more online shopping.",Positive
"@balajis On the consumer side - the tech is there (some Chinese group already demostrated ELISA test strips for COVID-19, though details were lacking). For consumer though @US_FDA would have to deem it as a waived test, which doesnt come that easily",Positive
Lost wages either due to illness from 19 or to the virus  economic impact will mean an increased demand We urge and to support a bill that includes support for food banks flexibility for and school meals and increased,Positive
"As more retailers close physical stores or curtail hours as a result of Covid-19, it is agoing to put additional pressure on other omnichannel alternatives like grocery delivery and curbside pick up.  https://t.co/kgyDow3Nrz #covid19 #ecommerce #omnichannel #retail #digital",Positive
"Check out what these folks are up to here in So Cal ? I like this idea ?



La Habra supermarket offers special hours for seniors amid COVID-19 crisis https://t.co/ncTXF8TGyf",Positive
"Love it or hate it, head advice @10DowningStreet &amp; @BorisJohnson 

Blip in our lives but its happening!

?? Dont whinge about what you cant do 

?? Dont panic buy as food wont run out

?? DO spend time with the family

?? DO use common sense

#coronavirus @WorldHealthOrg2",Positive
I work in retail I keep stock back for our older customers so when such as frank comes in store for his bread and he sees a empty shelve I say dont worry pal Ive saved you 1. Same as pat n her beans. Could I get disciplined? Yes do I care ? No Ive got a ?? #coronavirus,Positive
"The fact that canned food, toxic chemicals and store bought hand sanitizers are out of stock, yet fresh fruit, vegetables and herbs are FULLY stocked, shows that humans have no idea how the immune system works.

#QuarantineLife #COVID2019",Positive
"Just called mum and dad in UK (over 70). They are great but I offered help with online shopping etc. We might sometimes forget that this is not always easy.



Do the same if you can. ??

If you are far from your parents like me Tech can be really useful. #COVID?19  #Coronavirus",Positive
"Pretty sure within a week or two, supermarket supply chains will dry up as more counties are effected by Covid-19 (and possibly go into lockdown). If so, would the government introduce a form of rationing so that people can eat? Somehow I don't think so.",Positive
"Supermarket workers are at the frontline of COVID-19.



These are extraordinary times and retail is under extreme pressure.



When shopping, please remain calm and thank the workers that are doing everything they can to keep the shelves stocked and the checkouts moving. https://t.co/0uHGM8gsp8",Positive
"Worried about COVID-19? 



I more worried about people panicking.



Having a plan:



&gt; You're not panic buying food.

&gt; You can focus on the important issues. 

&gt; You have the best opportunity for a positive outcome.



Create structure, reduce key decisions. Flourish



Stay safe.",Positive
".@kroger is the biggest supermarket chain in the United States.



It has 453,000 employees and many receive no sick leave.



Even after 2 employees tested positive for COVID-19, @kroger still won't provide paid sick leave to everyone



https://t.co/19uNybttHl",Positive
"@kroger Instead of paid sick leave, @kroger is providing 2 weeks paid leave ONLY to people who test positive for COVID-19 or are placed under mandatory quarantine



This is insufficient to protect staff and the public, especially with little testing av",Positive
I followed this when I went shopping a few days ago. It's a pain but necessary! Protect Yourself From Grocery Shopping - Consumer Reports #COVID2019 #StayHealthy https://t.co/48nG14me6E,Positive
"THANK YOU To all the grocery store employees for working so hard making sure everyone is getting what they need.

Please be kind to them its not their fault that we are short on supplies.

#Corona #covid_19 @ https://t.co/QC0uNeVQej",Positive
"This also needs to be said: going to the grocery store cannot be done completely safely. Meaning, without the risk of getting the #coronavirus or of spreading it. You can reduce risk by staying more than 6 ft from other people &amp; washing your hands, but you can't eliminate it. 1/3",Positive
You know it's the end of the world when @BootsUK Surgical Spirit is out of stock online and (won't be receiving any further stock) - How am I supposed to disinfect my hands now ? #coronavirus #coronapocolypse #panic #shopping https://t.co/iQIpUz50Sc,Positive
"This is getting real in my world and I know its been real in so many worlds. If you can, please sign this petition for food and bev people in Colorado!? https://t.co/xnmgljLOsV",Positive
"UPDATE: Make sure to check your local listings to see what is open/closed at what times.

Chick-fil-A (Drive through only)

Starbucks (Using to-go model)

Early closing include King Soopers, Sam's Club etc..

https://t.co/8yP3x1MH4h",Positive
A supermarket in La Habra is trying to help local seniors during the COVID-19 pandemic by opening its doors a half-hour early each day exclusively for shoppers 65 and older. https://t.co/6B0xjUUI0G,Positive
A supermarket in La Habra is trying to help local seniors during the COVID-19 pandemic by opening its doors a half-hour early each day exclusively for shoppers 65 and older.? https://t.co/U3An6bnU5L,Positive
"Kids Get Mild COVID-19 Symptoms, But Chance of Transmission High: Study https://t.co/MKxFtAk74d",Positive
"@SPARintheUK Can you confirm why in store signage says you're taking extra precautions in light of COVID-19, when staff are stating nothing is changing. 



What efforts are your management doing to protect your retail workers?  Speed is crucial here. 
",Positive
"It's fringing idiots like him who have caused prices to rise &amp; create shortages. He's also probably wasted a lot of money as some will have expiry dates.

Shopkeepers must use rationing to be fair to customers.

#Covid_19 #pricegougers #Hoarders #Idiots #panicbuying #selfishpeople https://t.co/TWlpw3q0mj",Positive
"The Consumer Financial Protection Bureau has reported that one employee tested positive for COVID-19. Federal financial regulators are mandating that most employees work from home. 

https://t.co/MhUu7mffPT",Positive
"I love this ?? all grocery stores should have a set hour (preferably in the morning) for the elderly population or those with compromised immune systems to use the store. Thats good, clear thinking.

.

@brianschatz @maziehirono @NYGovCuomo @GovInslee 

#COVID?19 #coronavirus https://t.co/TMQH0CSeIN",Positive
"@cgafun @DanielAndrewsMP My daughter is 16, and has stories like that from her friends with supermarket jobs. One of them said ""Why do adults act like COVID-19 is my fault?"". Or having to stand up to a middle-aged woman who refused to put back 5 boxes of ",Positive
Currently self isolating as Im symptomatic. Thinking how to support elderly neighbour/ friend. Ive done her online shopping for her (agreed it over the phone!) and calling her daily! We might even attempt a skype video call... #unitedagainstdementia #coronavirus  @alzheimerssoc,Positive
We need more of this to help seniors #CoronavirusOutbreak https://t.co/D09B71I699,Positive
FYI it s called the not the Chinese Virus Notice nasty mentions supporting industries to help his stock market trump s still trying to CUT Medicare amp Social Security benefits food stamps AND remove pre existing conditions coverage from ACA,Positive
"Stores in Charlotte continue to voluntarily shut their doors due to #coronavirus concerns. This is a tough decision, but one many stores deem necessary. Remember, when possible, online shopping is an option if you still want to support businesses @SpecNewsCLT https://t.co/hrCCohkFWE",Positive
"@HEB I like shopping at H-E-B and am a fan. Appreciate your efforts to limit food shortage &amp; COVID-19 spreading, tho my concern is with the lack of push towards curbside pickups &amp; delivery. The 3% additional charge per each item on the cart for on",Positive
"? HAPPY M O N D A Y Friends ?

-

I know everyone is uneasy about all thats going on with the #coronavirus but lets not forget about our small business who need our support! Whether youre shopping online or ordering https://t.co/AibxMekdro",Positive
"Good move in tackling down the Covid-19 spreading. 



Now please implement a new policy to restrict consumers from hoarding goods at any supermarket/grocery stores. No point creating safety measurements if some people cant be changed from being selfish.",Positive
Spark s Manila call centre is closing to help prevent the spread of Covid 19 Calls will be routed to NZ based help deskers instead Spark is asking for patience with calls and that people use the MySpark app or visit a retail store,Positive
I feel like I won the #lottery just now. How much is this worth on the #stockmarket #toiletpaper #Arizona #coronavirus #StopPanicBuying #FoxNews #fox10phoenix https://t.co/PLJCt49ik7,Positive
"I've not been able to get Doggo's food, not due to panic buying, due to european supply issues caused by Covid-19.... Have ordered from Amazon but paid £20 more, wonder if I'll get this or not. If not Doggo is on rations!",Positive
"When the government says to start social distancing, but you work retail so you can't just not talk to customers in the store lol fml I'm 100% going to catch covid-19",Positive
"DEAR HOARDER :

#COVID?19 #COVID19 #coronapocolypse #coronavirus #COVID #Hoarders #groceries #panicshopping #StopPanicBuying https://t.co/bV0ajl2Yww",Positive
First shops to make this effort could really win the PR game... and make a real difference. https://t.co/6TqO57Lt0q,Positive
"Mum actually mounted a dispenser and soap. You wash your hand before you enter her supermarket. 



No chance for Covid-19",Positive
"I would list a plethora of To Dos, but unfortunately my day jobs are in health care and supermarket retail. So while everyone is bucking down, Ill be out taking care of the sick and feeding the hungry.

#coronavirus #COVID2019 #StaySafe #frontlines",Positive
Please read our full LAVA Covid-19 Statement &amp; Announcement of Online Store for Consumer Electronics and Computing Interfaces here: https://t.co/1u3gfhzk0Z https://t.co/s8pH8wAsty,Positive
@Walmart @Target @kroger increase your workers for your online shopping and add more time slots for pick up and delivery... and hire workers for a short time from other business being shut down! #WINWIN #coronavirus #stayindoorsandshop,Positive
Thank you @NorthgateGlzMrk for taking care of our abuelos/as! https://t.co/nWmxYoOMHf,Positive
"Also, to the people stocking up on soap, hand sanitiser and toilet roll, leaving the shelves empty the rest of us. You do realise to stop the spread of #coronavirus other people need to be able to wash their hands too...



?? #StopPanicBuying https://t.co/MzLdWhLGGg",Positive
"If a person doesnt have the capability to do online shopping, I would encourage for a relative / friend / acquaintance to do the shopping for them (if out of city / state / country) and have them as alternate pick up person. #coronavirus #CoronavirusOutbreak #Covid_19",Positive
"The opportunities &amp; challenges caused by #reverselogistics are even more apparent with the current #COVID-19 pandemic. As many stores have closed their physical locations, even more consumers are turning to online shopping. https://t.co/jmewQM90Z7

#ECommerce #Returns #Coronavirus https://t.co/CCVKSzz3OH",Positive
Actual footage of me trying to go to the grocery store this weekend. Im not sure what yall doing with all the toilet paper but please remember were all in this together. #panicbuyers #coronavirus https://t.co/73WwtXqvT3,Positive
"So, I've seen this BS pop up all over Facebook in various community groups.  You cannot call the toll free number on a can of infant formula, tell them you cannot find formula at a retail store due to COVID-19, and they'll send you a full case of free formula.  IT IS A HOAX!!! https://t.co/2CyxHEaCEZ",Positive
"FYI: I checked out the freeze dried food companies. Seems everyone is sold out, or out of stock, or backlogged for weeks. #coronavirus",Positive
"Went to the store today. Most canned food is gone. We needed toilet paper and actually got a pack of 12 rolls. We got milk and cat treats as well. Thank god for Save on Foods for still having some stuff. 

Over 100 cases of Covid-19 in my province so panic buying is common.",Positive
https://t.co/r9skYbYiHt CALLING SMALL BUSINESSES: Chicago's Department of Business Affairs &amp; Consumer Protection (BACP) is soliciting your feedback to develop resources and measures to support small businesses that have been impacted by COVID-19. Please fill out this survey ASAP.,Positive
"Taken by Henk Zwoferink on Saturday in Wörgl, our black beauty hauled a train bringing the last tourists home. Our colleagues are #workinghard to keep supply chains running while respecting the measures to ensure everyone's #safety. A pleasure to work with such #DedicatedPeople! https://t.co/EoXT7Q43ZB",Positive
Is it safe to work here amid coronavirus? https://t.co/hmqwl0JCo8 via @phillyinquirer,Positive
"My colleague texts me at 8pm to ask if I need anything from the supermarket.



Me: could you buy me 2 cartons of unsweetened almond milk ?



I try to convince myself I'm not millennial material and I say sh*t like this 



#COVID2019",Positive
"Stock market corrections

Currency rate corrections

Oil prices corrections

Interest rate changes

Currency rate fluctuations



#coronavirus #covid2019 #coronavirusindia is a LIFESTYLE CORRECTION



Wisdom is in collectiveness

Respect nature for it to reciprocate

No one is above other",Positive
"Joining hands with the UAE's efforts to contain the spread of the coronavirus (COVID-19) and considering the well-being of our mall visitors and community, gym, play areas &amp; amusement centres will stay closed.



LuLu Hypermarket and other stores are operating in routine. https://t.co/SVOTBu6ZNu",Positive
Given restrictions around COVID 19 FIC will be postponed til 17 18 Nov Interest in food security is increasing amp we ll be meeting the demand for thought provoking discussions examining food issues experienced during the epidemic amp those we re likely to experience going forward,Positive
When people that were out here not taking COVID-19 serious get stuck indoors with no food because they decided it wasnt necessary to stock up &gt;&gt;&gt;&gt; ????,Positive
"&gt;@MassGovernor announces $10M loan fund administered by @MassGCC to provide financial relief up to $75k to MA-based businesses, including nonprofits, with &lt;50 full- &amp; part-time employees impacted by #COVID19. #MAbiz



Release: https://t.co/nxrDH25i8r

Apply: https://t.co/w2VJdOwRcg https://t.co/sP6sTraxLQ",Positive
"DO NOT PANIC. DO NOT FEAR. 

Fear Is the Mind Killer

The pres. is WORKING WITH the private sector to ensure EVERYONE has access to food &amp; supplies. Turn off the CNN.

Resist herd mentality.

#CoronavirusPandemic #coronavirus #coronapocolypse 

(hea!th) 

https://t.co/1Hw3xzvkS5",Positive
Our retail store will be closed through the end of March. We are doing this to keep our staff and customers safe during the COVID-19 crisis. We WILL continue to fulfill and ship out orders placed online. Pickups will not be available until we return to regular hours. https://t.co/h1DQBiPbuB,Positive
@drsanjaygupta @JohnBerman @NewDay all major businesses Trump touted saying they have supplies. Not really. Online ordering=no critical supplies avail. Online shopping is best for #SocialDistancing. Need help in that arena. Supplies via online. #coronavir,Positive
"Stock Drops Amid the COVID-19 Outbreak  Here's the latest on the extent of the damage for the share prices for several key companies in «IT, Tech &amp; Media», «Auto &amp; Transportation», «Travel, Retail &amp; Consumer Goods», and «Banking &amp; Finances». Opportunities for investing!

#COVID19 https://t.co/TpNFuLALld",Positive
A lot of us are going into self isolation this week. I thought this was a useful article on staying sane and happy. #covid?19 https://t.co/aQ5D8kPee9,Positive
An important update for our fans regarding COVID-19 and our retail store in Occoquan. #mandrilltoys #covid19 #coronavirus https://t.co/oPBmwc1qI1,Positive
"Pregnant women should make sure their vaccinations are up to date, wash their hands frequently, stay away from people who are coughing, &amp; protect their health in other common-sense ways. - @DrGuptaMD, March of Dimes Chief Medical &amp; Health Officer. #covid19 https://t.co/BVNdOjRZzl",Positive
How about free delivery and no service fee for seniors ordering online?&gt;&gt;&gt;&gt;&gt;&gt; La Habra supermarket offers special hours for shoppers 65 and older amid COVID-19 crisis https://t.co/4wQE7vzr3M,Positive
"Due to the #coronavirus



Panic buying has gone to new levels 



?In the USA they are buying guns to protect themselves

?In France, they are buying Pasta to ensure they have enough food 

?In the U.K. we are buying toilet rolls to ensure we can keep taking a sh*t



#coronavirusuk",Positive
UK consumers are already making small but significant changes to how they socialise and shop in response to #covid19. Full 1000-person survey results by @RetailX: https://t.co/MfRr4JVcD8 #covid19 #shopping #ecommerce #retail #socialdistance #socialdistance #socialising #uk https://t.co/FYHzGPUm6q,Positive
"If you find yourself needing work, food delivery driver seems like it is going to be in high demand, considering all the states banning dinning out. #coronapocolypse #coronavirus #StayHome",Positive
"#DTC brands have been looking toward brick and mortar #stores as a way to facilitate growth, but because of #coronavirus, thats changing - https://t.co/5vufzrkiJg",Positive
"Hyvee always thanks its shoppers for shopping. Hyvee, Sunday, March, 15, 2020, in Blue Springs, Missouri. However, as COVID-19 develops will shoppers begin to take advantage of online and delivery forms of obtaining their every day needs? https://t.co/yKgrv3vBPQ",Positive
Wish I was physic so I could have predicted how much sanitizer and toilet paper I would need before this got real.  #stopPanicBuying #coronavirus,Positive
With the Coronavirus going out and shopping for groceries might not be the best Check out this list of great online alternatives that deliver right to your door,Positive
"What's a good way to support grocery store, medical, and hospital staff during this time? I would normally think of something along the lines of ordering everyone pizza, but that doesn't seem like a great idea about now... #COVID2019 #COVID19 #COVID?19",Positive
Please read this thread,Positive
"Good read for those worried about or participating in grocery store runs during #coronavirus. In an era of lean, it's difficult to accommodate huge discrete surges in demand at stores, but the supply chain is still strong. via @nytimes :  https://t.co/6Tt8TQL1SD",Positive
"In an unprecedented move for US retailers, many are opting to indefinitely shut their doors to prevent the spread of the novel #coronavirus in the US. Others like Walmart are reducing their hours. #retail  https://t.co/6S6KGQbT6B",Positive
FL Agriculture Commissioner and the FL Dept of Agriculture &amp; Consumer Svcs announced theyve activated their Summer BreakSpot website where families can find free meals for children under 18 during the Corona virus closures. https://t.co/ASA2GrkFKr #CoronaVirus #COVID19 https://t.co/IqwHVHO20f,Positive
"Learn how US consumers and industries including food and drink, beauty, retail, and health and wellness are reacting to the #COVID19 pandemic: https://t.co/0CScQX1NZ5 #marketresearch #consumerinsights",Positive
"Since I am not religious anything, going to the supermarket is like finding out who's God's children.  



The children clearing out the water and toilet paper off every shelf in a COVID-19 world.  



It's like they want to kill the rest of us.  



They're winning the Hunger Games.",Positive
"Mountain America members, if you've been financially impacted by COVID-19, @mountainamericacu may have loan relief options to help you with your unique situation. Visit https://t.co/zXGHDe3rTx to learn more. https://t.co/vbBEdG864U",Positive
"MPE prepared to continue providing safe and reliable electric service, adopts COVID-19 consumer and employee safety measures. READ MORE: https://t.co/eXnYpE4gEx https://t.co/GnjqUgg05t",Positive
For a long time we could only dream of what Reid s Distillery would look like It s hard to overstate the impact of COVID 19 on us and all the other small businesses The best ways to support is to enjoy Reid s Gin at home Our retail store is now open everyday 11AM 11PM,Positive
@no_silenced  hello brother's and sister's let's connect hands and support those children's stock food at the orphanage mainly because we are afraid of the covid 19 crisis which is taking place on our neighbouring countries Kenya and DRC Congo please help,Positive
"Woolworths to give elderly, disabled dedicated shopping hours amid COVID-19 outbreak #COVID?19 #coronavirus #zakat https://t.co/lPSQj06t3T",Positive
"A man yelled at me at the supermarket today for buying yucky garlic from China and not Australian garlic. 



Soo... hes a xenophobe who either really loves Australian commerce or think covid 19 is spread through garlic?",Positive
Northgate Market is allowing Seniors to shop first before they open to the public! Details here! --&gt; https://t.co/SP21HGAlpY https://t.co/kjzApOAFJ2,Positive
".#Amazon says the #coronavirus outbreak has caused a surge in online shopping, and now the online giant is adding 100,000 new full-time and part-time positions across the United States to keep up with the demand, reported CNN. https://t.co/qUggNX1ldf",Positive
Consumer response to #cannabisindustry during #covid-19. Most importantly there is a prioritizing of medical marijuana patients https://t.co/7DnW0vZeya,Positive
Got to the grocery store amp had to call my wife Which bread did you want me to grab,Positive
"https://t.co/UpjxfOgQs8



Gaisss! Please read this,and please limit yourself to go outside and please,please..always wash your hands,always use the hand sanitizer. 



And please get ready to stock up the food.",Positive
"For the love people 

If you have to return something to a store. Please let it wait for after the #coronavirus . retail stores are barely making it as it is, please don't add to the stress of the managers by returning everything in this troubling time",Positive
Consumer Alert: Be aware of bogus COVID-19 home test kits - https://t.co/LiDFrOXWzL #COVID19 #Coronavirus #news965 #wdbo https://t.co/VdHP3oJg0z,Positive
"#stopthespread ""Research has shown that the faster authorities moved to implement the kinds of #socialdistancing measures designed to slow the transmission of disease, the more lives were saved."" Great read via @NPR ?? https://t.co/0QcNWNSwgm",Positive
"It amazes me...I go to the supermarket and everything is gone, people are panic buying, yet not one single person was wearing a facemask. Buying 200 rolls of toilet paper won't prevent you from catching #COVID2019. Take proper precautions and stay safe. https://t.co/lNoF0xfsx4",Positive
"This is worth reading! Hopefully if nothing else the public might wish to consider shopping more locally in the future. That is of course if shops like us survive! 

https://t.co/Cn9o6qkZFo",Positive
"Needless to say, this caused some strong feelings ? #coronavirus #covid19 #supermarkets #food #shopping https://t.co/Zo5aG4jSHQ",Positive
"COVID-19 pandemic and plunging global financial markets drove consumer confidence today to two-year low, according to @MorningConsult survey https://t.co/L3qCsEzXAA https://t.co/C5BUrZIZun",Positive
"Apple has closed all retail locations outside China until March 27th, but has reopened all 42 Apple Store locations within greater China



https://t.co/I0m2kxnkY3



#Apple #retail #AppleStore #coronavirus #health #closing #quarantine #China #GreaterChina",Positive
"Loving how quiet the Tube is atm. COVID-19 is terrible yes, but I now get a fantastic level of consumer utility for my £2.50 tube ticket.",Positive
On #OWHealth: Times of turmoil allow for the formation of deeper relationships between insurers and members and society at large &gt; https://t.co/531eBvhnPR #OWCovid19 #COVID19 #coronavirus https://t.co/w8Hfv7YsBX,Positive
"The Food Supplies and Consumer Welfare department of the Odisha government is taking effective steps to prevent black marketing and hoarding of protective masks and hand sanitizers in the State.

#Odisha #OdishaNews #OmmcomNews https://t.co/VBIqm3zp1Q",Positive
"Grocery store employees are extremely vulnerable to contracting #coronavirus.Just by virtue of being exposed to oncoming excessive #panicshopping crowds .  



Markets should consider maximizing self-check stations to reduce employee exposure.

#Makro #SelfQuarantine #Covid_19 https://t.co/1VafJCUMtf",Positive
"? Consumer Reports suggests stocking up on 90+ days of your most important medication. Are you stocked up on your birth control? ? 



https://t.co/i4vHXhzuK6",Positive
"Consumers are on shaky ground as business grinds down because of COVID 19. We'll hear about consumer confidence from @shellykhagan . 

Listen here at 2:20  

https://t.co/IAYoLhtaZG",Positive
"Shit moms.. I just got done telling my kids how much fun were gonna have watching movies, playing outside, eating our stock pile of food for the next few weeks.. then I see yall talking about homeschool curriculum?? Is this what were doing??? y tho ? #covid19 #coronavirus",Positive
Youre welcome! Now #StopHoarding #StopPanicBuying #StayAtHome and #StaySafe amid the #coronavirus #COVID19 #CoronaVirusUpdates https://t.co/T3nZULlQwn,Positive
"The chief medical officer is currently telling Alan Jones on radio its stupid and silly people are buying two weeks worth of food. Perhaps, but he needs to tell the states, because at least one state government recommended exactly that! The inconsistency is gobsmacking ?",Positive
"LVMH converting perfume factories to make hand sanitizer

What Retail leaders say about Covid-19

Ikea's eCommerce strategy

America's retailers start crowd control

Ulta Beauty stops store beauty services

#ecommerce #retail #dtc #coronapocalypse #covid19

https://t.co/rAfJ2l2cEQ https://t.co/wFRPxc3Qfi",Positive
"Response to COVID-19 (Novel Coronavirus)



Post Winerys retail store, including The Trellis Room, will be CLOSED to the public Monday, March 16. Further closure or limited hours will be announced the following week, Mon.Mar.23rd. POST Wine available at local stores. Be well? https://t.co/e9WSaIP3mf",Positive
"Got contacted by my work saying I'll be out of work for a while due to this COVID-19 (coronavirus) outbreak. 

PayPal or Beemit me to support my online shopping addiction n also to pay for my groceries (wherever I can find them bc all the shelfs in supermarkets are empty)

???",Positive
"Stockup on compassion &amp; love

Not tissue papers 



#Covid19 #coronaoutbreak #falsepanic #coronavirus #worldshutdown",Positive
"To help you eat well and limit your movement during the #coronavirus crisis, you can ?download #applications for smartphones that make it easier to recover food at any time:?Find a restaurant or grocery store near you that can deliver healthy meals to your home.",Positive
"In the wake of COVID-19, we are working with agencies to secure access to allotments and ensure get cattle and sheep get to market and to consumer plates. Additional details will be shared as they become available. Please reach out with questions or concerns.",Positive
"Those Pharmacies and shops selling hand sanitizers at ridiculous prices think they are being smart.. 

Your mothers and siblings will be infected by the same people who cant afford sanitizers at such high prices, then you will know how smart you are. #ignoranthumans 

#coronavirus https://t.co/htefeL9t0Z",Positive
